Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P6_INT_ENV_P01_Q04,2,P6,P6-INT-ENV,P6-INT-ENV-P01,Why is it useful to repeat environmental observations on several days instead of relying on one visit?,One visit always proves every interaction.,Repeated records can show whether patterns are consistent as conditions change.,Repeated observations remove the need to measure any factors.,Environmental factors never change over time.,B,Repeated observations provide stronger evidence about patterns and interactions in an environment.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_DIV_LNL_C01_Q07,1,P3,P3-DIV-LNL,P3-DIV-LNL-C01,A bean plant later produces seeds that can grow into new bean plants. Which characteristic of living things does this show?,Living things are always green.,Living things can only move from place to place.,Living things reproduce.,Living things never change as they grow.,C,Producing new individuals of the same kind is reproduction.,Direct concept,"TLG Key Idea: Living things grow, respond to changes and reproduce.",,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_DIV_LNL_P01_Q04,2,P3,P3-DIV-LNL,P3-DIV-LNL-P01,A pupil watches a robot and a seedling for several days. The robot moves when its sensor detects an obstacle. The seedling grows and bends towards light. What does this show?,Anything that moves must be living.,Anything that responds to light must be non-living.,A living thing must move from place to place.,Moving or responding by itself is not enough to decide that something is living.,D,"We use the full set of characteristics to decide whether something is living, not just movement or one response.",Misconception probe,TLG Key Idea: There are living and non-living things.,Anything that moves is a living thing.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_DIV_LNL_P02_Q04,3,P3,P3-DIV-LNL,P3-DIV-LNL-P02,Animal X has feathers and a beak but cannot fly. Which statement is correct?,"Animal X can still be classified as a bird because classification uses important characteristics, not just whether it can fly.",Animal X cannot be a bird because every bird must fly.,Animal X must be an insect because it has a beak.,Animal X cannot be classified unless its colour is known.,A,Animal groups are identified using important observable characteristics. A bird does not need to fly to be a bird.,Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_DIV_MAT_C01_Q05,1,P3,P3-DIV-MAT,P3-DIV-MAT-C01,A pair of swimming goggles has clear plastic lenses and a flexible rubber strap. Why are different materials used for the two parts?,Every object must be made from at least two materials.,Different parts need different properties for their functions.,Rubber always lets more light pass through than clear plastic.,Clear plastic is used only because it is heavier than rubber.,B,"The lenses need to allow light through, while the strap needs to bend and fit around the head.",Application,,Objects are made of only one type of material.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_DIV_MAT_P01_Q06,2,P3,P3-DIV-MAT,P3-DIV-MAT-P01,Two objects are both made of plastic. One floats in water while the other sinks. What can the pupil conclude?,"All plastic objects must float, so the observation is impossible.",All plastic objects must sink if they are large enough.,Knowing only that both objects are plastic is not enough to predict whether each one will float or sink.,The floating object cannot be made of plastic.,C,"Different plastic objects can behave differently in water, so the actual objects should be tested rather than assuming that all plastics float.",Misconception probe,,All plastic objects float on water.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_CYC_LC_C01_Q05,2,P3,P3-CYC-LC,P3-CYC-LC-C01,A life cycle is shown as a circle with arrows joining one stage to the next. Why is it not correct to say that one stage is always the first stage?,Every life cycle must begin with an egg.,Every life cycle must begin with a seed.,The arrows in a life cycle do not show any order.,"A life cycle repeats, so the stages continue from one generation to the next.",D,A life cycle is cyclic: the adult produces a new generation and the sequence repeats.,Misconception probe,,The first stage of each life cycle is the egg.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_CYC_LC_P01_Q04,2,P3,P3-CYC-LC,P3-CYC-LC-P01,A pupil wants to compare how two bean plants grown from seeds change over four weeks. Which record would best help the pupil compare the two plants?,Record the height and visible changes of both plants at regular intervals.,Look at only one plant at the end of four weeks.,Record only the colour of the pots.,Measure one plant every day but never observe the other.,A,Regular observations of both plants over time allow their growth and life-cycle changes to be compared.,Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_CYC_LC_P02_Q06,1,P3,P3-CYC-LC,P3-CYC-LC-P02,"A grasshopper has the stages egg, nymph and adult, while a butterfly has egg, larva, pupa and adult stages. What does this show?",All insects have exactly four stages.,Different insects can have different life cycles.,A nymph and a pupa are the same stage in every insect.,Only butterflies have a life cycle.,B,The two insects differ in both the number and type of stages in their life cycles.,Misconception probe,,All insects have the same life cycle.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_C02_Q06,1,P3,P3-INT-MAG,P3-INT-MAG-C02,A bar magnet is lowered into a pile of identical steel clips. Which parts of the magnet are expected to attract the most clips?,Only the exact centre.,Every part must attract exactly the same number.,The two poles.,Only the side with the label.,C,A magnet has two poles where its attraction is strongest.,Direct concept,TLG Key Idea: A magnet has two poles where attraction is the strongest.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_C02_Q07,1,P3,P3-INT-MAG,P3-INT-MAG-C02,"A small bar magnet attracts 8 identical steel clips, while a larger bar magnet attracts 3. What can be concluded?",The larger magnet must be stronger because it is bigger.,The smaller magnet cannot be a real magnet.,All magnets of the same shape have the same strength.,The size of a magnet alone does not determine how strong its pull is.,D,"The smaller magnet attracted more clips, showing that physical size alone does not determine magnetic strength.",Misconception probe,TLG Key Idea: A magnet has two poles where attraction is the strongest.,Bigger magnets are stronger than smaller magnets.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P01_Q04,2,P3,P3-INT-MAG,P3-INT-MAG-P01,Object X is attracted to both poles of a known magnet. Object Y repels the north pole of the magnet. What does this show?,"X could be a magnetic material, while Y must be a magnet.",Both X and Y must be non-magnetic.,X must be a magnet because attraction proves an object is a magnet.,Y cannot be a magnet because magnets only attract.,A,A magnetic material can be attracted by either pole. Repulsion shows that Y is a magnet.,Application,TLG Key Idea: Unlike poles attract and like poles repel.,An object is a magnet if it attracts another magnet.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P02_Q04,2,P3,P3-INT-MAG,P3-INT-MAG-P02,Method A strokes an iron nail many times in one direction using one pole of a bar magnet. Method B uses a coil of wire around an iron nail connected to batteries. What are these two methods called?,Neither method can make a magnet.,A is the stroke method and B is the electrical method of making a magnet.,A is the electrical method and B is the stroke method.,Only A can make iron or steel magnetic.,B,A is the stroke method. B is the electrical method of making a magnet.,Application,TLG Key Idea: Iron and steel can be made into magnets using the stroke method or electrical method.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q05,1,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,"A pupil says, 'The roots take in the plant's food from the soil.' Which correction is best?",Roots take in food but not water.,Leaves take in all water from the soil.,Roots take in water and mineral salts; the plant makes its own food.,The stem makes food by absorbing soil.,C,Roots absorb water and mineral salts. Food is made by the plant rather than taken from the soil as food.,Misconception probe,"TLG Key Idea: The parts of a plant include the leaf, stem and root. Each part has a different function to help the plant live.",Plants obtain their 'food' from the soil through their roots.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q06,1,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,"After rain, water droplets are seen on a plant's leaves. A pupil concludes that leaves are the main parts that take in water for the plant. Which response is correct?",The leaves take in all the water the plant needs.,The stem takes in water directly from the air.,Water droplets on leaves prove that roots are unnecessary.,The roots are the main parts that take in water for the plant.,D,"At this level, roots take in water and mineral salts; water seen on leaves does not show that leaves are the main water-absorbing part.",Misconception probe,"TLG Key Idea: The parts of a plant include the leaf, stem and root. Each part has a different function to help the plant live.",Plants take in water through the leaves instead of the roots.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_P01_Q04,1,P4,P4-SYS-PLANT,P4-SYS-PLANT-P01,A pupil observes two plants in the school garden. Which set of observations is most useful for comparing their plant parts?,"Record the features of their roots, stems and leaves.",Record only the colour of the flower pots.,Record how many people walk past the plants.,Record only the time of day.,A,"Observing roots, stems and leaves directly supports comparison of plant parts.",Application,"TLG Key Idea: The parts of a plant include the leaf, stem and root.",,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_DIG_C02_Q06,1,P4,P4-SYS-DIG,P4-SYS-DIG-C02,A pupil says digestion starts only after food reaches the stomach. Which statement corrects this idea?,Digestion begins in the gullet.,Digestion begins in the mouth.,Digestion begins in the large intestine.,Digestion begins only after undigested food leaves the body.,B,"Food begins to be broken down in the mouth, so digestion does not start only in the stomach.",Misconception probe,TLG Key Idea: The human digestive system is made up of different parts and each part plays an important function.,Digestion begins in the stomach.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_DIG_C02_Q07,2,P4,P4-SYS-DIG,P4-SYS-DIG-C02,Why does chewing food into smaller pieces help digestion?,It removes all water from the food.,It causes the gullet to make digestive juices.,It increases the surface area of food in contact with digestive juices.,It causes digested food to be absorbed in the mouth.,C,"Smaller pieces expose more surface area to digestive juices, helping food to be digested more quickly.",Application,TLG Key Idea: The parts of the digestive system work together to break down food in the human body.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_CYC_MAT_C02_Q05,1,P4,P4-CYC-MAT,P4-CYC-MAT-C02,"A pupil presses a lump of plasticine into a different shape and says, 'It cannot be a solid because its shape changed.' Which response is best?",Plasticine becomes a liquid whenever it is pressed.,Any solid that changes shape becomes a gas.,Solids can never be reshaped by a force.,Plasticine is still a solid; a force was used to change its shape.,D,A solid has a definite shape unless a force changes it; reshaping plasticine does not make it a liquid or gas.,Misconception probe,"TLG Key Idea: Solids, liquids and gases differ in whether they have definite shape and/or volume.",,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_CYC_MAT_P01_Q04,1,P4,P4-CYC-MAT,P4-CYC-MAT-P01,A pupil wants to measure the mass of a stone. Which apparatus should be used?,An electronic balance.,A measuring cylinder only.,A thermometer.,A stopwatch.,A,An electronic balance is used to measure mass.,Application,TLG Key Idea: Mass and volume of matter can be measured using appropriate apparatus.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_LIGHT_C01_Q05,1,P4,P4-ENE-LIGHT,P4-ENE-LIGHT-C01,A dull sheet of paper can be seen when a lamp is switched on. What does this show?,Only shiny objects reflect light.,Dull objects can reflect light into our eyes.,The paper produces its own light.,Our eyes send light to the paper.,B,"We can see a non-light source when light reflects from it into our eyes, even if its surface is dull.",Misconception probe,TLG Key Idea: We can see objects because they are sources of light or reflect light.,"Only smooth, shiny objects like mirrors reflect light; dull and rough objects do not reflect light.",Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_LIGHT_C02_Q05,2,P4,P4-ENE-LIGHT,P4-ENE-LIGHT-C02,"A shadow is cast on an electronic balance. The reading does not increase, and a pupil can stand in the shadow. What does this show?",A shadow is a solid with very little mass.,A shadow is a liquid that spreads across the floor.,A shadow is not matter.,A shadow is a gas that fills the room.,C,Matter has mass and occupies space; a shadow does neither.,Misconception probe,TLG Key Idea: A shadow is formed when light is completely or partially blocked by an object.,Shadow is matter.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_LIGHT_P01_Q05,2,P4,P4-ENE-LIGHT,P4-ENE-LIGHT-P01,"A torch is directly above an object, forming a shadow on the ground. The torch is moved to one side while the object stays still. What is most likely to happen to the shadow?",It disappears because the object has not moved.,It must become shorter whenever the torch moves sideways.,Its position and length cannot be affected by the light source.,Its position changes and it becomes longer.,D,The position of the light source affects both the position and length of the shadow; side lighting gives a longer shadow than overhead lighting.,Application,TLG Key Idea: The position of the source of light affects the position and length of the shadow formed.,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C01_Q05,1,P4,P4-ENE-HEAT,P4-ENE-HEAT-C01,A pupil says a blanket is a source of heat because it keeps a person warm. Which explanation is correct?,A blanket reduces heat loss from the body; it does not produce the heat that keeps the person warm.,A blanket creates heat whenever it touches skin.,A blanket is hotter than fire.,A blanket turns coldness into heat.,A,"Blankets trap air, which is a poor conductor of heat, and reduce heat loss from the body.",Misconception probe,,Objects that keep us warm are sources of heat.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C05_Q05,1,P4,P4-ENE-HEAT,P4-ENE-HEAT-C05,"Ice cubes are added to a glass of warm juice. A pupil says, 'Coldness flowed from the ice into the juice.' Which explanation is correct?",Coldness flows from the ice into the juice as a form of energy.,Heat flows from the warmer juice to the colder ice.,Heat flows from the colder ice into the warmer juice.,No heat transfer occurs because ice is a solid.,B,The juice cools because it loses heat to the colder ice; 'coldness' is not something that flows.,Misconception probe,TLG Key Idea: Heat flows from a hotter to a colder object/region/place until both reach the same temperature.,Coldness travels.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C08_Q05,1,P4,P4-ENE-HEAT,P4-ENE-HEAT-C08,Why can a foam container help keep hot soup hot and also help keep ice cream cold?,Foam produces heat for hot food and coldness for cold food.,Poor conductors can only keep objects cold.,Foam is a poor conductor and slows heat flow in either direction.,Foam stops temperature from existing.,C,"A poor conductor slows heat transfer, so it can reduce heat loss from hot contents and heat gain by cold contents.",Misconception probe,TLG Key Idea: Heat affects temperature depending on how well heat is conducted by materials.,"Poor conductors of heat help to keep things cool only, while good conductors help to keep things warm only.",Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_P01_Q04,1,P4,P4-ENE-HEAT,P4-ENE-HEAT-P01,A pupil wants to record the temperature of water every minute for 20 minutes without reading a thermometer by eye each time. Which tool is most suitable?,A ruler connected to a timer.,A measuring cylinder only.,A spring balance.,A temperature sensor connected to a datalogger.,D,A temperature sensor with a datalogger can measure and record temperature repeatedly over time.,Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C02_Q05,2,P5,P5-CYC-REP,P5-CYC-REP-C02,"A pupil says, 'I got my hair type from one parent and my other characteristics only from the other parent.' Which statement is more accurate?",Many characteristics are passed from both parents to their offspring.,Each inherited characteristic always comes entirely from only one parent.,Offspring inherit no characteristics from their parents.,An offspring must have exactly the same characteristics as one parent.,A,"During sexual reproduction, characteristics are passed from both parents to their offspring.",Misconception probe,TLG Key Idea: Many characteristics of an organism are passed on from parents to offspring.,"Offspring inherits certain characteristics from one parent, and other characteristics from another parent.",Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C03_Q06,1,P5,P5-CYC-REP,P5-CYC-REP-C03,"Four identical seeds are each given water, air and a suitable temperature. One seed is kept in darkness. What should a pupil expect if all other conditions are suitable?",The seed cannot germinate because every seed needs light to start germination.,The seed in darkness can still germinate because light is not one of the required conditions for germination.,Only the seed in darkness will germinate.,Seeds need light but do not need air for germination.,B,"The stated requirements for germination are water, oxygen and a suitable temperature; light is not required for germination.",Misconception probe,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_P01_Q04,1,P5,P5-CYC-REP,P5-CYC-REP-P01,A pupil compares a fern producing spores with a bean plant producing seeds. What is the pupil investigating?,How plants absorb water through roots.,How plants transport food in stems.,Different ways in which plants reproduce.,How flowers make light energy.,C,"Ferns can reproduce using spores, while flowering plants such as beans reproduce using seeds.",Application,,All plants reproduce by seeds.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_C02_Q05,1,P5,P5-CYC-WATER,P5-CYC-WATER-C02,Which statement correctly compares evaporation and boiling?,Evaporation occurs only at the boiling point.,Boiling changes water vapour into liquid water.,Evaporation can happen only when bubbles form throughout the water.,"Both change liquid water to water vapour, but evaporation can occur below the boiling point.",D,Both are liquid-to-gas changes; evaporation can take place at temperatures below the boiling point.,Misconception probe,,Evaporation only occurs when water is boiling or when there is a direct heat source.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P01_Q04,1,P5,P5-CYC-WATER,P5-CYC-WATER-P01,"A pupil compares ice, liquid water and water vapour. Which comparison is correct?","Ice has a definite shape and volume, liquid water has a definite volume but takes the container's shape, and water vapour has neither a definite shape nor a definite volume.",All three have a definite shape.,Only liquid water has a definite volume.,Water vapour has a definite shape but no definite volume.,A,"The three states of water differ in shape and volume in the same way as solids, liquids and gases.",Application,,,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P02_Q04,1,P5,P5-CYC-WATER,P5-CYC-WATER-P02,Liquid water at its freezing point is changing into ice while it continues to lose heat. What happens to its temperature during the change of state?,It must keep falling continuously throughout freezing.,It remains at the freezing point until the change of state is complete.,It immediately rises to the boiling point.,It becomes warmer because ice is a solid.,B,"During freezing at the fixed freezing point, water loses heat while its temperature remains constant until the change is complete.",Misconception probe,,The temperature changes continuously during a change of state.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_C01_Q05,1,P5,P5-SYS-PLANT,P5-SYS-PLANT-C01,A pupil says water-carrying tubes are found only in the stem. Which correction is best?,Water-carrying tubes are found only in leaves.,Roots have no connection to the plant's water transport pathway.,Water-carrying tubes form a pathway from the roots through the stem to other parts such as the leaves.,Food and water always travel through one single tube.,C,Water absorbed by roots is carried through connected water-carrying tubes to other parts of the plant.,Misconception probe,,Water-carrying tubes are found only in stems.,Any,Approved,"TLG-strengthened candidate aligned to the assessment-focused official LO_ID and uploaded MOE Primary Science TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
